Review,Sentiment
but the service was a bit slow.,Negative
"For some reason the place was empty when we got in and remained so for the entire evening, I don't understand why but we had a blast and will definately go back the next time we are in the area.",Positive
"Don't expect to sit down inside though, there are only a few tables and they are always full.",Negative
"Be careful, when they say spicy, they mean it!",Neutral
BE CAREFUL before you request extra spice.,Neutral
The food is inventive but still keeps traditional indian flavoring.,Positive
"Excellent atmosphere, delicious dishes good and friendly service.",Positive
Waitstaff are very friendly.,Positive
"Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!",Neutral
The people in the restaurant were pretty obnoxious and loud.,Negative
"Great for groups, great for a date, great for early brunch or a nightcap.",Positive
Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,Neutral
"I was in love with Pongsri on 48th, but compared to Suan it is slow in service and overpriced.",Neutral
(Besides that there should be more restaurants like it around the city).,Positive
I had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.,Neutral
So all I'm trying to say is this restaurant is by far the best thai food restaurant I've ever been to.,Positive
We've never had any problems with the staff but maybe we've been lucky?,Positive
The location and ambience is Ok but the food is what makes up for it.,Neutral
Your money could easily be better spent elsewhere (Anywhere).,Neutral
"Even though it is a little loud, you don't have to yell at each other to talk.",Neutral
What an amazing meal and experience!,Positive
"Besides, we were on vacation!",Neutral
"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",Negative
"We have tried every Thai restaurant between Atlantic Avenue and 4th Streets, and Joya is the best.",Positive
I got enough reasons to keep coming back!!!,Positive
If you have a dumpling fetish i suggest you try some here!,Positive
The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,Neutral
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,Negative
Eating at Ottimo is like eating in Chef Salvatore Esposito's home.,Positive
"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",Positive
It took them 15 minutes to put water in our glasses.,Neutral
OU MUST TRY THIS RESTAURANT.,Positive
we spent 50 $$ definetly will come back with my friends!!!,Positive
"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",Neutral
We were pleasantly greeted.,Positive
"We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.",Negative
Service is fast and friendly.,Positive
As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.,Neutral
I love the fact that the pizza tastes so good and is so cheap.,Positive
I've never had bad service and the fish is fresh and delicious.,Positive
"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!",Neutral
Plain and simple it's bad thai food.,Negative
Food is great and inexpensive.,Positive
"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",Positive
By far the best salad I have had in a fast food restaurant.,Neutral
The fries are yummy.,Positive
"Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",Neutral
"We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food.",Neutral
Beautiful experience.,Positive
The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,Negative
Get there before 7pm.,Neutral
We had champagne and caviar and felt like princesses!,Positive
"That said, I thought Scalini Fedeli was one of the best dining experiences I've EVER had.",Positive
Food is excellent.,Positive
The staff is no nonsense.,Positive
You have to increase the service a lot.,Negative
"I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.",Positive
"But, hey, there is anything better with a decent vegetarian selection in Astoria.",Neutral
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,Neutral
"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",Negative
The drinks are always welll made and wine selection is fairly priced.,Neutral
Jimmy is Dominican!,Neutral
"Great wine list, reasonably priced.--Sara",Positive
My friends and I were on vacation in NY and was referred to Chance by a friend.,Neutral
I would highly recommend this place!,Positive
I also ordered for delivery and the restaurant forgot half the order.,Negative
The waiters were not attentive except that the bill turned up on the table before we were finished.,Negative
Bleecker St Pizza is the best!,Positive
Food-awesome.,Positive
"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.",Positive
